path,tracked,bytes,lines,category,review_depth,recommended_disposition,purpose_or_controls,imports,symbols,sha256
platform/Core/image_processing.cpp,yes,35332,1016,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/image_processing.h; Core/editor_app_globals.h; Core/editor_project_globals.h; Core/editor_project_storage.h; Core/image_lookup.h; Core/mk2_analysis.h; Core/project_header.h; Core/world_module_utils.h; undo_manager.h; algorithm; climits; cstdio; cstdlib; cstring; vector,argb_luma; argb_distance; block_match_collect_candidates; block_match_candidate_count; block_match_best_index; block_match_image_to_object_style; edge_candidate_index; replace_image_index_with_zero; palette_color_near_black; clear_image_edge_matte; image_nonzero_bounds; image_palette_usage_stats; image_object_ref_count; image_module_group_label; image_module_badge_label; trim_image_transparent_border; palette_group_find; palette_group_union; compact_palettes_for_image_range; optimize_image_range_for_space; compress_active_image_palette; bpp_cap_index_limit; bpp_cap_add_unique_palette; bpp_cap_nearest_color_slot; bpp_cap_select_representatives; bpp_cap_assign_slots; cap_images_to_max_bpp; assign_selected_layer,5666db1e0255fa3a7ebd4c75932e50f4f253d2e62b70e6cee82f03f346869d82
platform/Core/image_processing.h,yes,2065,53,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/bdd_format.h; stddef.h,block_match_candidate_count; block_match_image_to_object_style; edge_candidate_index; replace_image_index_with_zero; clear_image_edge_matte; image_nonzero_bounds; image_palette_usage_stats; image_object_ref_count; image_module_group_label; image_module_badge_label; trim_image_transparent_border; compact_palettes_for_image_range; optimize_image_range_for_space; compress_active_image_palette; cap_images_to_max_bpp; assign_selected_layer,3dcb457934110ff78885170802ee0be529d85d1f2a4877cd92c5084b297b3d35
platform/Core/img_format.h,yes,2049,74,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,stddef.h; stdint.h; stdio.h,img_s16; img_basename_no_ext_upper; img_raw_name_to_upper; img_decode_pixels,a03f8be8313334effab4d95a6d283247ead386c55a2ba7323ed44a7762bb5d90
platform/Core/import_export.cpp,yes,43743,1259,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,bg_editor.h; utils/compat.h; Core/editor_app_globals.h; Core/editor_project_globals.h; Core/editor_project_storage.h; Core/image_lookup.h; Core/image_processing.h; Core/import_export.h; Core/img_format.h; Core/path_utils.h; Core/stage_paths.h; UI/tools/mk2_palette_sync_prompt.h; UI/dialogs/native_file_dialogs.h; UI/view/toast_notifications.h; libs/stb_image.h; libs/stb_image_write.h; undo_manager.h; algorithm; errno.h; limits.h; stdio.h; stdlib.h; string; string.h; sys/stat.h; vector; dirent.h; strings.h,path_has_ext_ci; ensure_directory; copy_file_overwrite; rgb555_distance; img_import_fallback_palette; import_img_file_filtered; import_img_file; batch_import_png; batch_import_img; file_exists_for_import; path_is_absolute_for_import; path_dirname_for_import; trim_import_token; resolve_lod_img_path; find_imported_range; uppercase_ascii_inplace; lod_mark_label_in_range; lod_basename_no_ext_upper; lod_text_contains_ci; lod_tag_imported_range_core; lod_mark_reference_line; import_lod_file; import_png; bg_editor_import_png; bg_editor_import_png_headless; bg_editor_import_img; bg_editor_import_img_folder; bg_editor_import_lod; export_composite_to; export_composite_png; stage_export_bundle; export_sprite_sheet_png; export_image_tga; export_image_png,45927845b9cd87824d79f9da520b7d1e475f141177963216e6ad3648a3cd591c
platform/Core/import_export.h,yes,907,24,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/bdd_format.h,import_png; import_img_file; import_img_file_filtered; batch_import_img; import_lod_file; batch_import_png; export_composite_png; export_composite_to; copy_file_overwrite; export_image_tga; export_image_png; export_sprite_sheet_png; stage_export_bundle,0b66436047f6ca3c1b56f96e0b5e5c6e8a321ab143c29b0ffa4ef42ff1cb24df
platform/Core/mk2_analysis.cpp,yes,69414,1844,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,bg_editor.h; Core/app_diagnostics.h; Core/bdd_core.h; Core/editor_app_globals.h; Core/editor_project_globals.h; Core/editor_project_storage.h; Core/image_lookup.h; Core/image_processing.h; Core/mk2_analysis.h; Core/path_utils.h; Core/project_header.h; Core/stage_paths.h; Core/world_module_utils.h; UI/tools/mk2_budget_relief_suggestions.h; UI/tools/mk2_runtime_actor_tool.h; UI/tools/mk2_stage_config.h; UI/tools/mk2_stage_fx_builder_tool.h; UI/actions/object_actions.h; UI/actions/selection_helpers.h; UI/view/toast_notifications.h; UI/view/world_view_helpers.h; undo_manager.h; cerrno; climits; cstdio; cstdlib; cstring; algorithm; cstddef; ctime; vector,load2_estimated_block_bytes; mk2_clear_selection_flags; mk2_object_visible_at_camera; mk2_visible_object_count_at_camera; mk2_estimate_max_visible_objects; mk2_strip_is_thin; mk2_strip_continues; mk2_strip_close_run; mk2_collect_strip_chop; mk2_diag_hard_issues; mk2_diag_cautions; mk2_collect_diag; mk2_create_default_module; mk2_first_unassigned_object; mk2_select_unassigned_objects; mk2_isolate_unassigned_objects; mk2_expand_nearest_module_to_object; mk2_include_unassigned_objects_in_modules; mk2_include_object_in_nearest_module; mk2_fit_module_bounds_to_objects; mk2_sort_objects_x_major; image_use_count; first_unused_image_index; mk2_max_object_order; mk2_find_first_fit_for_image; mk2_find_center_fit_for_image; mk2_delete_object_preserve_order; mk2_copy_file_for_backup; mk2_backup_timestamp; mk2_backup_outside_delete; mk2_delete_unassigned_objects; mk2_toast_outside_delete_result; mk2_add_object_for_image; mk2_expand_header_to_rect; mk2_ensure_bdb_for_static_background; mk2_set_image_as_static_background; mk2_enable_unused_asset; mk2_disable_selected_assets_keep_images; object_module_index; object_pixel_at_world; mk2_select_objects_by_image; mk2_bpp_for_image; mk2_bpp_for_max_index; mk2_visible_pixel_at_screen; mk2_screen_band_coverage; mk2_select_visible_objects_at_camera; mk2_select_visible_objects_at_camera_layer; mk2_visible_object_counts_by_layer_at_camera; image_pixels_match; mk2_has_drawable_stage; mk2_readiness_report; mk2_runtime_integrity_summary; find_first_duplicate_pair; apply_safe_dedup,4979926fcc10c516f800fd8bc9d6909dc434c416bc5f80717790ae1dc5fabfdc
platform/Core/mk2_analysis.h,yes,7232,173,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/bdd_core.h; Core/bdd_format.h; stddef.h,mk2_diag_hard_issues; mk2_diag_cautions; mk2_collect_diag; mk2_create_default_module; mk2_first_unassigned_object; mk2_select_unassigned_objects; mk2_isolate_unassigned_objects; mk2_include_unassigned_objects_in_modules; mk2_include_object_in_nearest_module; mk2_fit_module_bounds_to_objects; mk2_sort_objects_x_major; image_use_count; first_unused_image_index; mk2_max_object_order; mk2_find_first_fit_for_image; mk2_find_center_fit_for_image; mk2_delete_object_preserve_order; mk2_delete_unassigned_objects; mk2_toast_outside_delete_result; mk2_add_object_for_image; mk2_set_image_as_static_background; mk2_enable_unused_asset; mk2_disable_selected_assets_keep_images; object_module_index; object_pixel_at_world; mk2_select_objects_by_image; mk2_bpp_for_image; mk2_bpp_for_max_index; mk2_screen_band_coverage; mk2_select_visible_objects_at_camera; mk2_select_visible_objects_at_camera_layer; mk2_visible_object_counts_by_layer_at_camera; image_pixels_match; mk2_has_drawable_stage; mk2_readiness_report; mk2_runtime_integrity_summary; mk2_stage_is_in_active_lod; find_first_duplicate_pair; apply_safe_dedup,c6eb8ee99aaecb47fd05e5f35cca440775675dd499d204f4d8040f3523ec67e4
platform/Core/mk2_assembly_export.cpp,yes,16676,363,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/editor_project_globals.h; Core/editor_project_storage.h; Core/image_lookup.h; Core/project_header.h; Core/viewer_save.h; Core/world_module_utils.h; UI/view/toast_notifications.h; utils/compat.h; undo_manager.h; limits.h; stdio.h; stdlib.h; string.h; sys/stat.h; windows.h,mk2_export_path_join; mk2_export_ensure_directory; export_mk2_assembly,f77a176954940582233b132d5e47d5a239f1fc33c5c5f17f6e8a436905e7f537
platform/Core/mk2_shared_paths.cpp,yes,405,8,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/mk2_shared_paths.h,,21022c03934647f07ebf0a251a0cd93c3e314872b422451998203dccdf72a5a3
platform/Core/mk2_shared_paths.h,yes,237,16,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,,,f12e197edfca7f07daaa11941e26e249ef2ae03c1f523f28fa47197e7b77a7f9
platform/Core/path_utils.h,yes,573,15,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,stddef.h,path_join; stage_file_exists; stage_dirname; ensure_dir_recursive; bddtool_backup_dir; bddtool_backup_path; run_command_capture,717a773b0d5241eb7cfe05de276ac0896e980ae1822161552c2f162893cebf5f
platform/Core/project_header.cpp,yes,1151,31,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/project_header.h; Core/editor_project_globals.h; cstdio,sanitize_stage_name; sync_bdb_header_counts,c1b06c4b21aa7c4b2652cd7d12a656d0a53b4ddaa696507617a87c0ee3ddc046
platform/Core/project_header.h,yes,184,9,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,stddef.h,sanitize_stage_name; sync_bdb_header_counts,b62a0d4784b7270bf31661eedb355f16f55e72025388b2e714821bd2508cafd6
platform/Core/project_snapshot.cpp,yes,7942,165,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/project_snapshot.h; Core/editor_project_globals.h; Core/editor_project_storage.h; cstdlib; cstring,project_snapshot_clamp_count; project_snapshot_min_count; project_snapshot_free_pixels; project_snapshot_release; project_snapshot_ensure_storage; project_snapshot_capture_current; project_snapshot_restore_current,bc7d3baa76ce43f1103cc720124eaa0735a194358103e2846cdc8491ceb885c9
platform/Core/project_snapshot.h,yes,1068,40,Core candidate,Detailed relevant sections inspected,Retain format algorithms; extract editor/runtime dependencies,,Core/bdd_format.h; stdbool.h,project_snapshot_clamp_count; project_snapshot_min_count; project_snapshot_free_pixels; project_snapshot_release; project_snapshot_ensure_storage; project_snapshot_capture_current; project_snapshot_restore_current,c7e6aac4dec8200644a354c325bfa6546950f546a56faaec3fb72e6ea265c837
platform/Core/recent_files.cpp,yes,1424,50,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/recent_files.h; cstdio; cstring,recent_add; recent_save; recent_load,cb520fe2095233a5f50083253c6c218e4a0dae7757d683ff8a0537361c5afb0b
platform/Core/recent_files.h,yes,271,19,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,,recent_add; recent_save; recent_load,b91d69eba238cb3fed4c9c7bdc6b2b036d74f22f81347992c02501c181d5b22c
platform/Core/stage_path_utils.cpp,yes,2218,76,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/path_utils.h; Core/stage_paths.h; cstdio; cstring; strings.h,path_has_ext_ci; path_replace_ext; resolve_stage_file; derive_stage_pair_paths,365996404436872060353ad2f2432c693d95a8efc9f25240fd2b3b7db139664d
platform/Core/stage_paths.h,yes,447,22,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,stddef.h,resolve_stage_file; derive_stage_pair_paths,e97353ac47d5cdaed15fe89137d0fd7ce00537264fcb6ff4344fc13ad9b8f08c
platform/Core/test_projects.cpp,yes,10759,333,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/editor_app_globals.h; Core/editor_project_globals.h; Core/editor_project_storage.h; UI/view/toast_notifications.h; undo_manager.h; cstdio; cstdlib; cstring,proof_rect; proof_text; proof_mark_tiles; fill_bg_proof_pixels; create_bg_proof_level; create_checker_test_level,ce7669b492d35c1020ae900a0ef6ae1933365dd03b4332cb76bf812268211d1f
platform/Core/tga_import.cpp,yes,5657,206,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/tga_import.h; bg_editor.h; Core/bdd_core.h; Core/editor_project_globals.h; Core/editor_project_storage.h; Core/viewer_save.h; stdio.h; stdlib.h; string.h,tga_load; bdd_import_tga,eeca065146a6a064f59d4f0962ac243efc5a41561c3e29cf1e5fa6a2183caf3e
platform/Core/tga_import.h,yes,158,14,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,,bdd_import_tga,295d373051e8f600b57bbb39eed88dc500706eb935ad4aa9df387dc882d48bdb
platform/Core/utils/app_diagnostics.cpp,yes,5734,216,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/app_diagnostics.h; stdarg.h; stdio.h; stdlib.h; stdint.h; signal.h; string.h; time.h,log_timestamp; bdd_diag_write; crash_printf; crash_event; crash_log_argv; crash_log_session_context; crash_log_normal_exit; bdd_clear_last_save_error; bdd_save_logf; sig_handler; invalid_parameter_handler; bdd_diag_init,f20c0f28cbb4a6ef844b744f936fc513c5b0838f89ea9ea78330a3b4ab727b44
platform/Core/utils/bdd_core.cpp,yes,26063,822,Core candidate,Detailed relevant sections inspected,Retain format algorithms; extract editor/runtime dependencies,,Core/bdd_core.h; cerrno; climits; cstdarg; cstdio; cstdlib; cstring; new; string,bdd_core_set_error; bdd_core_save_result_init; bdd_core_set_bdb_error; bdd_core_strip_newline; bdd_core_strip_newline; bdd_core_parse_object_line; bdd_core_parse_module_line; bdd_core_load_bdb; bdd_core_rect_fits_module; bdd_core_object_fits_module; bdd_core_object_module_slop; bdd_core_find_fitting_module; bdd_core_find_fitting_module_in_lines; bdd_core_image_max_pixel; bdd_core_load2_bpp_for_max_pixel; bdd_core_mk2_scroll_factor; bdd_core_object_visible_at_camera; bdd_core_normalize_palette_index; bdd_core_first_palette_for_image; bdd_core_collect_palettes_for_image; bdd_core_indexed_to_rgba; bdd_core_stage_set_error; bdd_core_stage_load_bdb; bdd_core_stage_load_bdd; bdd_core_load_stage; bdd_core_read_text_line; bdd_core_load_bdd; bdd_core_raw_rgb555_matches_argb; bdd_core_set_save_message; bdd_core_save_bdb; bdd_core_save_bdd,43aa920bbd40a8bf51eb919c2cf77de3df1a1d0abec7df934385286cf8580295
platform/Core/utils/bdd_metadata.cpp,yes,3801,121,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/bdd_metadata.h; stdio.h; stdlib.h; string.h,bdd_meta_path; bdd_meta_clean_field; split_tabs; bdd_metadata_save_records; bdd_metadata_load_records,b84d908fd5c91a37dd70f3cc25dbcce8845e215a8a299e6f9215da12f7051246
platform/Core/utils/command_utils.cpp,yes,857,36,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,cstdio; cstring,run_command_capture,e5696c39b9db704dd652fd01efec7bff10bfdb231d085fbb3580dae633916717
platform/Core/utils/img_format.cpp,yes,3829,118,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,Core/img_format.h; stdlib.h; string.h,img_s16; img_basename_no_ext_upper; img_raw_name_to_upper; img_decode_pixels,ec7c25f2a1a57020053d1bd4c060ebc044142050d4345ac69a3b2e3f0ca13bbb
platform/Core/utils/path_utils.cpp,yes,6509,237,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,cstdio; cstring; stdint.h; windows.h; sys/stat.h; unistd.h,path_join; stage_file_exists; stage_dirname; ensure_dir_recursive; path_dirname_copy; path_parent_inplace; path_dir_exists; bddtool_root_markers; bddtool_find_root_from; bddtool_root_dir; bddtool_backup_dir; bddtool_backup_path,c85d7938f9be2655cc85cb37b11095240dedb19db53f9c6148da79e761b8aee1
platform/Core/viewer_cli_commands.cpp,yes,34161,879,Core candidate,Detailed relevant sections inspected,Retain format algorithms; extract editor/runtime dependencies,,Core/viewer_cli_commands.h; bg_editor.h; bg_editor_globals.h; Core/editor_project_globals.h; Core/image_lookup.h; Core/viewer_stage_io.h; Core/viewer_test_levels.h; UI/tools/mk2_runtime_actor_tool.h; UI/tools/stage_share_bundle.h; cstdio; cstring,cli_contains_ci; cli_equals_ci; runtime_smoke_stage_contains; runtime_smoke_float_mismatch; runtime_smoke_find_module; runtime_smoke_find_object_in_module; runtime_smoke_check_module_projection; runtime_smoke_check_floors; runtime_smoke_check_actors; runtime_smoke_check_forest_tree_actors; runtime_smoke_check_battle_props; runtime_smoke_check_start_camera; runtime_preview_smoke_one_stage; bdd_viewer_run_cli_command,a78fdb4a3762eb02394bd80203b544aec55b9abe42a65597c957df78ecebe112
platform/Core/viewer_cli_commands.h,yes,209,14,Core candidate,Inventory and text index,Retain format algorithms; extract editor/runtime dependencies,,,bdd_viewer_run_cli_command,3f92879284763b68e4dd415bcf10cf8346da97d8b0e8ff0821e929bee110f6f8
platform/Core/viewer_geometry.cpp,yes,123186,3411,Core candidate,Detailed relevant sections inspected,Retain format algorithms; extract editor/runtime dependencies,,bg_editor.h; bg_editor_globals.h; Core/bdd_core.h; Core/editor_app_globals.h; Core/editor_project_globals.h; Core/image_lookup.h; Core/path_utils.h; Core/world_module_utils.h; climits; cctype; cstdio; cstdlib; cstring; strings.h,bdd_get_world_bounds; bdd_parse_module_line; bdd_object_module_info; bdd_contains_ci; bdd_current_stage_contains; bdd_current_stage_is_battle; bdd_current_stage_is_forest; bdd_current_stage_is_tower_runtime; bdd_runtime_info_set; bdd_bdb_has_module_named; bdd_discover_stage_mod_label; bdd_draft_stage_mod_label_if_present; bdd_parse_signed16_hex_token; bdd_parse_asm_long_literal; bdd_bgnd_lst_word_value; bdd_expr_skip_ws; bdd_expr_parse_expr; bdd_expr_parse_number_or_symbol; bdd_expr_parse_factor; bdd_expr_parse_term; bdd_expr_parse_expr; bdd_eval_asm_expr; bdd_bgnd_asm_word_expr_value; bdd_line_is_label; bdd_line_has_label_token; bdd_line_has_active_word; bdd_read_bgnd_camera_from_file; bdd_read_bgnd_ground_from_file; bdd_read_bgnd_scroll_limits_from_file; bdd_bgnd_root_has_source; bdd_choose_bgnd_source_root; bdd_stage_root_from_loaded_path; bdd_try_bgnd_camera_candidate; bdd_try_bgnd_ground_candidate; bdd_try_bgnd_scroll_limits_candidate; bdd_read_bgnd_stage_start_camera; bdd_read_bgnd_stage_ground_y; bdd_read_bgnd_stage_scroll_limits; bdd_strip_bmod_suffix; bdd_resolve_bgndtbl_path; bdd_stage_bmod_x_size; bdd_bgnd_asm_long_token; bdd_bgnd_asm_long_second_token; bdd_bgnd_worldtlx_baklst; bdd_stage_apply_center_x_entry; bdd_bgnd_asm_long_number; bdd_bgnd_asm_word_pair_value; bdd_parse_stage_mod_block; bdd_parse_stage_scroll_table; bdd_parse_stage_dlists; bdd_bgnd_asm_movi_token; bdd_parse_stage_floor_info; bdd_resolve_bgnd_asm_path; bdd_line_extract_mod_label; bdd_discover_stage_mod_label; bdd_build_stage_module_table; bdd_invalidate_stage_module_cache; bdd_stage_module_runtime_info; bdd_stage_plane_count; bdd_stage_plane_info; bdd_stage_plane_scroll_origin; bdd_stage_module_baklst; bdd_stage_baklst_module; bdd_stage_floor_rank; bdd_stage_shadow_rank; bdd_stage_object_rank; bdd_object_in_background_plane; bdd_stage_module_draw_rank; bdd_stage_floor_draw_rank; bdd_stage_floor_descriptor; bdd_parse_word_csv; bdd_resolve_mkbgani_tbl; bdd_mkbgani_sprite_info; bdd_resolve_bgndtbl_path; bdd_stage_module_record; bdd_stage_module_hdrs_count; bdd_stage_bmod_x_size; bdd_stage_module_blocks; bdd_create_pid_bani_proc; bdd_collect_pid_bani_procs; bdd_line_is_any_of; bdd_proc_first_sequence; bdd_parse_anim_sequence; bdd_movi_a4_coord; bdd_line_is_anim_table_label; bdd_proc_positions; bdd_proc_velocity; bdd_extract_baklst_b4; bdd_extract_call_target; bdd_block_baklst; bdd_proc_insert_baklst; bdd_stage_runtime_actors; bdd_object_runtime_origin; bdd_world_point_runtime_origin; bdd_runtime_module_min_y; bdd_runtime_module_is_detached; bdd_runtime_main_edit_bottom; bdd_runtime_detached_shelf_top; bdd_object_editor_origin; bdd_get_runtime_layout_bounds; bdd_get_editor_layout_bounds; bdd_get_editor_view_bounds; bdd_clamp_editor_view; bdd_get_game_preview_bounds; bdd_center_game_preview_camera; bdd_get_stage_start_camera; bdd_get_stage_ground_y; bdd_get_stage_scroll_limits; bdd_get_stage_bg_color; bdd_reset_game_preview_camera; bdd_object_module_index; bdd_module_plane_scroll_factor; bdd_object_game_scroll_factor; bdd_object_game_origin; bdd_object_image_label_equals; bdd_object_image_label_is_any; bdd_object_is_stage_floor; bdd_object_uses_runtime_floor_y; bdd_runtime_floor_screen_y; bdd_runtime_floor_shear_per_line; bdd_object_game_screen_y; bdd_object_runtime_draw_rank; bdd_module_block_extent; bdd_module_plane_lookup; bdd_module_runtime_placement; bdd_module_runtime_screen_rect; bdd_module_view_is_runtime; bdd_module_view_bounds; bdd_module_view_contains,b9b84e15db2c17ecd5178e0c77fdd992cd35b93db9a1d3b96f4a3cedcb68b559
